,location,total_sqft,bath,price,bhk
4153,Karuna Nagar,1057.0,2.0,65.0,2
4154,Karuna Nagar,1354.0,2.0,98.0,3
4155,Karuna Nagar,1945.0,3.0,115.0,3
4156,Karuna Nagar,1960.0,3.0,165.0,3
4157,Kasavanhalli,1060.0,2.0,58.06,2
4158,Kasavanhalli,1563.05,3.0,105.0,3
4159,Kasavanhalli,1717.0,3.0,99.0,3
4161,Kasavanhalli,3260.0,4.0,240.0,4
4162,Kasavanhalli,1349.0,2.0,78.0,2
4163,Kasavanhalli,1121.0,2.0,78.0,2
4164,Kasavanhalli,1100.0,2.0,50.0,2
4166,Kasavanhalli,1200.0,2.0,78.0,2
4169,Kasavanhalli,1476.0,3.0,89.0,3
4171,Kasavanhalli,1200.0,2.0,50.0,2
4172,Kasavanhalli,1719.0,3.0,116.0,3
4173,Kasavanhalli,1115.0,2.0,50.0,2
4174,Kasavanhalli,1125.0,2.0,61.2,2
4175,Kasavanhalli,2170.0,3.0,151.0,3
4178,Kasavanhalli,1476.0,3.0,95.0,3
4179,Kasavanhalli,1200.0,2.0,50.3,2
4181,Kasavanhalli,1787.0,3.0,123.0,3
4182,Kasavanhalli,1090.0,2.0,59.8,2
4183,Kasavanhalli,1691.0,3.0,104.0,3
4184,Kasavanhalli,4260.0,4.0,272.0,4
4185,Kasavanhalli,2111.0,4.0,120.0,3
4187,Kasavanhalli,950.0,2.0,39.0,2
4192,Kasavanhalli,770.0,1.0,43.82,1
4193,Kasavanhalli,1147.0,2.0,60.0,2
4194,Kasavanhalli,1375.0,2.0,72.0,2
4196,Kasavanhalli,1200.0,2.0,60.0,2
4197,Kasavanhalli,4260.0,4.0,333.0,4
4198,Kasavanhalli,1495.0,2.0,83.0,2
4199,Kasavanhalli,5000.0,2.0,400.0,2
4200,Kasavanhalli,4000.0,4.0,325.0,4
4202,Kasavanhalli,1917.0,3.0,132.0,3
4203,Kasavanhalli,1375.0,2.0,78.0,2
4204,Kasavanhalli,4408.0,4.0,344.0,4
4205,Kasavanhalli,1309.0,2.0,95.0,2
4206,Kasavanhalli,1476.0,3.0,105.0,3
4207,Kasavanhalli,1158.0,2.0,67.0,2
4208,Kasavanhalli,1214.0,2.0,67.0,2
4209,Kasavanhalli,2110.0,4.0,120.0,3
4210,Kasavanhalli,1495.0,2.0,110.0,2
4211,Kasavanhalli,1575.0,2.0,85.0,2
4212,Kasavanhalli,1069.0,2.0,55.0,2
4213,Kasavanhalli,1100.0,2.0,68.0,2
4214,Kasavanhalli,1715.0,3.0,112.0,3
4215,Kasavanhalli,1100.0,2.0,65.0,2
4216,Kasavanhalli,1230.0,2.0,66.25,2
4217,Kasavanhalli,1819.0,3.0,150.0,3
4220,Kasavanhalli,1585.0,2.0,90.0,2
4221,Kasavanhalli,1245.0,2.0,80.0,2
4222,Kasavanhalli,2035.0,3.0,142.0,3
4223,Kasavanhalli,1747.0,3.0,110.0,3
4224,Kasavanhalli,1377.0,2.0,80.0,2
4225,Kasavanhalli,1181.0,2.0,61.0,2
4226,Kasavanhalli,1121.0,2.0,75.0,2
4227,Kasturi Nagar,1925.0,3.0,125.0,3
4228,Kasturi Nagar,1567.0,2.0,92.0,2
4231,Kasturi Nagar,1080.0,2.0,80.0,2
4232,Kasturi Nagar,1101.0,2.0,65.0,2
4234,Kasturi Nagar,1896.0,3.0,125.0,4
4235,Kasturi Nagar,1100.0,2.0,58.0,2
4236,Kasturi Nagar,1570.0,3.0,110.0,3
4237,Kasturi Nagar,1000.0,2.0,58.0,2
4238,Kasturi Nagar,1101.0,2.0,66.0,2
4239,Kasturi Nagar,2507.0,4.0,155.0,4
4240,Kathriguppe,1400.0,2.0,77.0,3
4241,Kathriguppe,1250.0,2.0,68.75,3
4242,Kathriguppe,1245.0,2.0,68.48,3
4243,Kathriguppe,1350.0,2.0,87.01,3
4244,Kathriguppe,1350.0,2.0,80.99,3
4245,Kathriguppe,1365.0,2.0,75.08,3
4246,Kathriguppe,1300.0,3.0,77.99,3
4247,Kathriguppe,1350.0,2.0,80.99,3
4248,Kathriguppe,1390.0,2.0,76.45,3
4249,Kathriguppe,1350.0,3.0,78.3,3
4250,Kathriguppe,1250.0,2.0,68.75,3
4251,Kathriguppe,1300.0,3.0,77.99,3
4252,Kathriguppe,1335.0,2.0,73.43,3
4253,Kathriguppe,1300.0,3.0,77.99,3
4254,Kathriguppe,1300.0,3.0,77.99,3
4255,Kathriguppe,1335.0,2.0,73.43,3
4256,Kathriguppe,1350.0,3.0,80.99,3
4257,Kathriguppe,1250.0,2.0,68.75,2
4258,Kathriguppe,1350.0,3.0,80.99,3
4259,Kaval Byrasandra,1200.0,2.0,52.0,2
4260,Kaval Byrasandra,1020.0,2.0,52.0,2
4261,Kaval Byrasandra,1200.0,2.0,49.5,2
4262,Kaval Byrasandra,945.0,2.0,50.0,2
4263,Kaval Byrasandra,1060.0,2.0,45.0,2
4264,Kaval Byrasandra,1100.0,2.0,46.0,2
4265,Kaval Byrasandra,1185.0,2.0,49.0,2
4266,Kaval Byrasandra,997.0,2.0,53.0,2
4267,Kaval Byrasandra,1060.0,2.0,42.0,2
4268,Kaval Byrasandra,480.0,1.0,25.0,1
4269,Kaval Byrasandra,1125.0,2.0,41.5,2
4270,Kaval Byrasandra,1180.0,2.0,60.0,2
4271,Kaval Byrasandra,1450.0,3.0,75.0,3
4272,Kaval Byrasandra,1066.0,2.0,55.0,2
4273,Kaval Byrasandra,1025.0,2.0,60.0,2
4274,Kaval Byrasandra,1400.0,3.0,75.0,3
4275,Kenchenahalli,1015.0,2.0,58.0,2
4276,Kenchenahalli,1150.0,2.0,58.0,2
4277,Kenchenahalli,1280.0,2.0,69.0,3
4278,Kenchenahalli,1410.0,2.0,73.0,3
4279,Kenchenahalli,870.0,1.0,45.0,2
4280,Kenchenahalli,1150.0,2.0,60.0,2
4281,Kenchenahalli,700.0,1.0,35.0,1
4282,Kenchenahalli,1060.0,2.0,52.0,2
4283,Kenchenahalli,1150.0,2.0,57.0,2
4284,Kenchenahalli,1720.0,3.0,100.0,3
4286,Kengeri,750.0,2.0,38.0,2
4288,Kengeri,1197.0,2.0,50.0,2
4289,Kengeri,1200.0,2.0,58.0,2
4291,Kengeri,726.0,2.0,31.0,2
4293,Kengeri,1025.0,2.0,57.0,2
4295,Kengeri,1082.0,2.0,49.0,3
4298,Kengeri,750.0,2.0,36.0,2
4299,Kengeri,963.0,2.0,40.0,2
4301,Kengeri,726.0,2.0,35.0,2
4302,Kengeri,416.0,1.0,19.5,1
4303,Kengeri,900.0,2.0,45.0,2
4306,Kengeri,502.0,1.0,25.0,1
4308,Kengeri,1200.0,3.0,67.0,3
4309,Kengeri,725.0,2.0,30.0,2
4310,Kengeri,500.0,1.0,17.0,1
4311,Kengeri,540.0,1.0,22.5,1
4312,Kengeri,750.0,2.0,35.5,2
4313,Kengeri,1741.0,3.0,80.0,3
4315,Kengeri,1200.0,2.0,58.0,2
4318,Kengeri,750.0,2.0,36.5,2
4320,Kengeri,416.0,1.0,18.0,1
4322,Kengeri,883.0,2.0,49.0,2
4323,Kengeri,1052.0,2.0,51.0,2
4324,Kengeri,1220.0,2.0,63.0,2
4325,Kengeri,1150.0,1.0,52.0,1
4326,Kengeri,1192.0,2.0,53.5,2
4328,Kengeri,750.0,2.0,40.0,2
4329,Kengeri,1035.0,2.0,51.5,2
4330,Kengeri,3000.0,5.0,130.0,8
4331,Kengeri,410.0,1.0,15.0,1
4332,Kengeri,416.0,1.0,17.19,1
4335,Kengeri,2500.0,4.0,100.0,5
4336,Kengeri,550.0,1.0,16.75,1
4337,Kengeri Satellite Town,890.0,2.0,35.0,2
4338,Kengeri Satellite Town,883.0,2.0,45.0,2
4339,Kengeri Satellite Town,1415.0,2.0,66.0,3
4340,Kengeri Satellite Town,930.0,1.0,30.0,1
4341,Kengeri Satellite Town,1635.0,2.0,78.0,3
4342,Kengeri Satellite Town,1050.0,2.0,43.0,2
4343,Kengeri Satellite Town,1007.0,2.0,42.0,2
4344,Kengeri Satellite Town,635.0,1.0,22.0,2
4345,Kengeri Satellite Town,818.0,2.0,26.0,2
4346,Kengeri Satellite Town,1030.0,2.0,50.0,2
4347,Kengeri Satellite Town,795.0,2.0,32.0,2
4348,Kengeri Satellite Town,1302.5,2.0,44.285,2
4349,Kengeri Satellite Town,800.0,2.0,40.0,2
4350,Kengeri Satellite Town,654.0,1.0,22.0,1
4351,Kengeri Satellite Town,1060.0,2.0,42.0,2
4352,Kengeri Satellite Town,750.0,2.0,33.0,2
4353,Kengeri Satellite Town,920.0,2.0,39.0,2
4354,Kengeri Satellite Town,985.0,2.0,42.0,2
4355,Kengeri Satellite Town,410.0,1.0,15.0,1
4356,Kengeri Satellite Town,1120.0,2.0,49.0,2
4358,Kengeri Satellite Town,1110.0,2.0,43.0,2
4359,Kengeri Satellite Town,1170.0,2.0,50.0,2
4360,Kengeri Satellite Town,777.4,2.0,25.0,2
4361,Kengeri Satellite Town,800.0,2.0,32.0,2
4362,Kereguddadahalli,950.0,2.0,32.0,2
4363,Kereguddadahalli,1400.0,2.0,48.0,3
4364,Kereguddadahalli,800.0,2.0,28.0,2
4365,Kereguddadahalli,904.0,2.0,30.0,2
4367,Kereguddadahalli,1000.0,2.0,30.0,2
4368,Kereguddadahalli,1240.0,3.0,41.0,3
4369,Kereguddadahalli,600.0,1.0,19.5,1
4370,Kereguddadahalli,1080.0,2.0,32.0,2
4371,Kereguddadahalli,1000.0,2.0,34.0,2
4374,Kereguddadahalli,1015.0,2.0,35.0,2
4375,Kodichikkanahalli,1190.0,2.0,57.0,3
4376,Kodichikkanahalli,995.0,2.0,41.0,2
4377,Kodichikkanahalli,2700.0,7.0,125.0,5
4378,Kodichikkanahalli,1495.0,2.0,75.0,3
4379,Kodichikkanahalli,1125.0,2.0,52.0,2
4380,Kodichikkanahalli,1150.0,2.0,48.0,2
4381,Kodichikkanahalli,1070.0,2.0,43.0,2
4382,Kodichikkanahalli,1620.0,2.0,85.0,3
4384,Kodichikkanahalli,1026.0,2.0,45.0,2
4385,Kodichikkanahalli,2500.0,7.0,125.0,5
4386,Kodichikkanahalli,450.0,1.0,18.0,1
4387,Kodichikkanahalli,907.0,2.0,38.5,2
4388,Kodichikkanahalli,1181.0,2.0,57.0,2
4389,Kodichikkanahalli,900.0,2.0,42.0,2
4391,Kodichikkanahalli,1400.0,3.0,66.0,3
4392,Kodichikkanahalli,976.0,2.0,50.0,2
4393,Kodichikkanahalli,2700.0,4.0,125.0,5
4394,Kodichikkanahalli,1299.0,2.0,58.0,2
4395,Kodigehaali,1166.0,2.0,55.0,2
4396,Kodigehaali,1320.0,3.0,65.0,3
4397,Kodigehaali,1117.0,2.0,56.0,2
4398,Kodigehaali,1200.0,2.0,55.0,2
4399,Kodigehaali,1200.0,2.0,60.0,2
4400,Kodigehaali,1013.0,2.0,51.0,2
4401,Kodigehaali,1324.0,3.0,65.0,3
4402,Kodigehaali,965.0,2.0,38.0,2
4403,Kodigehaali,866.0,2.0,32.0,2
4404,Kodigehaali,1442.0,3.0,80.0,3
4405,Kodigehalli,1270.0,2.0,98.0,2
4406,Kodigehalli,1200.0,2.0,48.0,2
4407,Kodigehalli,655.0,1.0,53.0,1
4408,Kodigehalli,1820.0,3.0,150.0,3
4409,Kodigehalli,635.0,1.0,28.0,2
4410,Kodigehalli,1200.0,4.0,156.0,3
4411,Kodihalli,3252.0,5.0,335.0,4
4412,Kodihalli,2700.0,4.0,270.0,3
4413,Kodihalli,2392.0,4.0,260.0,3
4414,Kodihalli,2408.0,4.0,260.0,3
4415,Kodihalli,2500.0,4.0,260.0,3
4416,Kodihalli,1620.0,3.0,130.0,3
4417,Kodihalli,3260.0,5.0,388.0,4
4418,Kodihalli,3197.0,5.0,335.0,4
4419,Kodihalli,1490.0,2.0,150.0,2
4420,Kogilu,1909.0,3.0,88.0,3
4422,Kogilu,1170.0,2.0,51.99,2
4423,Kogilu,650.0,2.0,28.0,2
4424,Kogilu,1140.0,2.0,50.66,2
4425,Kogilu,1200.0,2.0,53.33,2
4426,Kogilu,1934.0,3.0,150.0,3
4427,Kogilu,540.0,1.0,36.0,1
4428,Kogilu,1559.0,3.0,127.0,3
4429,Kogilu,1190.0,2.0,50.66,2
4430,Kogilu,1140.0,2.0,50.66,2
4431,Kogilu,1559.0,3.0,120.0,3
4432,Kogilu,700.0,1.0,30.84,1
4433,Kogilu,1250.0,2.0,55.55,2
4434,Kogilu,1200.0,2.0,53.33,2
4435,Kogilu,952.0,2.0,49.0,2
4436,Kogilu,700.0,1.0,30.84,1
4437,Kogilu,1250.0,2.0,55.55,2
4438,Kogilu,2456.0,7.0,85.0,7
4439,Kogilu,1140.0,2.0,50.66,2
4440,Kogilu,1140.0,2.0,50.66,2
4441,Konanakunte,2791.0,3.0,223.0,3
4442,Konanakunte,884.0,1.0,58.0,2
4443,Konanakunte,1400.0,2.0,73.0,3
4444,Konanakunte,3000.0,4.0,160.0,4
4445,Konanakunte,2400.0,2.0,180.0,3
4446,Konanakunte,3746.0,6.0,375.0,4
4447,Konanakunte,1423.0,2.0,85.0,3
4448,Koramangala,1320.0,2.0,165.0,2
4449,Koramangala,1253.0,2.0,102.0,2
4450,Koramangala,1580.0,3.0,160.0,3
4452,Koramangala,3500.0,5.0,425.0,4
4453,Koramangala,1005.0,1.0,110.0,2
4454,Koramangala,2292.0,4.0,275.0,3
4456,Koramangala,1290.0,2.0,100.0,2
4457,Koramangala,1300.0,2.0,110.0,2
4459,Koramangala,1325.0,2.0,119.0,2
4460,Koramangala,1140.0,2.0,75.2,2
4461,Koramangala,1260.0,2.0,100.0,2
4462,Koramangala,1975.0,3.0,210.0,3
4463,Koramangala,1900.0,2.0,200.0,2
4465,Koramangala,2292.0,3.0,286.0,3
4466,Koramangala,2300.0,3.0,290.0,3
4469,Koramangala,2503.0,6.0,325.0,4
4471,Koramangala,1320.0,2.0,150.0,2
4472,Koramangala,1320.0,2.0,110.0,2
4473,Koramangala,5985.0,4.0,775.0,4
4474,Koramangala,2461.0,6.0,353.0,4
4476,Koramangala,2246.0,3.0,300.0,3
4479,Koramangala,1083.0,2.0,100.0,2
4480,Koramangala,1744.0,3.0,200.0,3
4481,Koramangala,1180.0,2.0,128.0,2
4482,Koramangala,1320.0,2.0,160.0,2
4483,Koramangala,1370.0,2.0,125.0,2
4484,Koramangala,1100.0,2.0,85.0,2
4485,Koramangala,1249.0,2.0,165.0,2
4486,Koramangala,1200.0,2.0,100.0,2
4488,Koramangala,2223.0,3.0,300.0,3
4489,Koramangala,1744.0,4.0,210.0,3
4490,Koramangala,1866.0,4.0,245.0,3
4491,Koramangala,1320.0,2.0,160.0,2
4492,Koramangala,1350.0,2.0,103.0,2
4493,Koramangala,6000.0,4.0,625.0,4
4495,Koramangala,1320.0,2.0,160.0,2
4496,Koramangala,1710.0,3.0,210.0,3
4497,Koramangala,1355.0,2.0,95.0,2
4498,Koramangala,1600.0,3.0,170.0,3
4499,Koramangala,1260.0,2.0,100.0,2
4502,Kothannur,1206.0,2.0,48.23,2
4504,Kothannur,1100.0,2.0,40.0,2
4505,Kothannur,1197.0,2.0,47.88,2
4506,Kothannur,1197.0,2.0,47.8,2
4507,Kothannur,1070.0,2.0,42.79,2
4510,Kothannur,1070.0,2.0,38.6,2
4511,Kothannur,1485.0,2.0,59.4,3
4512,Kothannur,1215.0,2.0,48.6,3
4513,Kothannur,1404.0,2.0,56.15,3
4514,Kothanur,1200.0,2.0,51.0,2
4515,Kothanur,2400.0,2.0,150.0,3
4516,Kothanur,1828.0,3.0,110.0,3
4517,Kothanur,1186.0,2.0,58.0,2
4519,Kothanur,1847.0,3.0,105.0,3
4521,Kothanur,9600.0,5.0,550.0,5
4522,Kothanur,1435.0,3.0,70.0,3
4523,Kothanur,1187.0,2.0,58.0,2
4524,Kothanur,1847.0,3.0,110.0,3
4525,Kothanur,1460.0,3.0,71.0,3
4526,Kothanur,1185.0,2.0,59.0,2
4527,Kothanur,1436.0,3.0,70.0,3
4528,Kothanur,1462.0,3.0,71.0,3
4529,Kothanur,1790.0,3.0,105.0,3
4531,Kothanur,1070.0,2.0,45.5,2
4533,Kothanur,1145.0,2.0,56.0,2
4534,Kothanur,3401.0,5.0,230.0,4
4535,Kothanur,1455.0,2.0,69.0,2
4536,Kothanur,627.0,1.0,30.0,1
4537,Kothanur,1302.0,2.0,68.5,2
4538,Kothanur,1760.0,3.0,111.0,3
4539,Kothanur,1185.0,2.0,58.0,2
4540,Kothanur,1500.0,1.0,75.0,1
4541,Kothanur,1075.0,2.0,53.0,2
4542,Kothanur,1790.0,3.0,97.0,3
4543,Kothanur,2700.0,4.0,175.0,4
4544,Kothanur,1786.0,2.0,106.0,3
4545,Kothanur,1787.0,3.0,107.0,3
4546,Kothanur,1141.0,2.0,54.0,2
4547,Kothanur,1760.0,3.0,110.0,3
4549,Kothanur,1160.0,2.0,57.0,2
4550,Kothanur,1095.0,2.0,55.0,2
4551,Kothanur,1142.0,2.0,56.0,2
4552,Kothanur,1074.0,2.0,54.0,2
4553,Kothanur,1285.0,2.0,60.0,2
4554,Kothanur,1075.0,2.0,53.0,2
4555,Kothanur,1140.0,2.0,56.0,2
4556,Kothanur,1400.0,2.0,70.0,2
4559,Kothanur,1140.0,2.0,56.0,2
4560,Kothanur,1787.0,3.0,120.0,3
4561,Kothanur,1185.0,2.0,59.0,2
4563,Kothanur,1790.0,3.0,105.0,3
4564,Kothanur,1130.0,2.0,55.0,2
4565,Kothanur,1094.0,2.0,54.0,2
4566,Kothanur,1170.0,3.0,80.0,3
4567,Kothanur,1400.0,2.0,65.0,2
4568,Kothanur,1195.0,2.0,59.0,2
4569,Kothanur,1790.0,3.0,120.0,3
4570,Kothanur,1454.0,3.0,71.5,3
4571,Kudlu,1152.0,2.0,53.5,2
4572,Kudlu,1027.0,2.0,43.0,2
4573,Kudlu,1092.0,2.0,44.0,2
4574,Kudlu,1027.0,2.0,43.0,2
4575,Kudlu,1092.0,2.0,44.0,2
4576,Kudlu,1143.0,2.0,55.0,2
4578,Kudlu,1024.0,2.0,44.0,2
4580,Kudlu,1600.0,3.0,79.0,3
4581,Kudlu,1027.0,2.0,42.0,2
4582,Kudlu,1076.0,2.0,50.0,2
4583,Kudlu,1027.0,2.0,44.0,2
4584,Kudlu,1084.0,2.0,53.0,2
4585,Kudlu,1300.0,2.0,56.0,2
4586,Kudlu,1027.0,2.0,44.0,2
4587,Kudlu,1245.0,2.0,60.0,3
4588,Kudlu,1027.0,2.0,44.0,2
4589,Kudlu,1110.0,2.0,46.0,2
4590,Kudlu,2100.0,3.0,114.0,4
4591,Kudlu,1027.0,2.0,44.0,2
4592,Kudlu,720.0,1.0,33.0,1
4593,Kudlu,1027.0,2.0,44.0,2
4594,Kudlu,1162.0,2.0,52.0,2
4595,Kudlu,1041.0,2.0,53.0,2
4596,Kudlu Gate,1535.0,3.0,83.0,3
4597,Kudlu Gate,1535.0,3.0,85.0,3
4599,Kudlu Gate,1535.0,3.0,86.0,3
4600,Kudlu Gate,1564.0,2.0,92.0,3
4602,Kudlu Gate,1238.0,2.0,55.0,2
4603,Kudlu Gate,1707.0,2.0,99.745,3
4604,Kudlu Gate,1335.0,3.0,89.0,3
4605,Kudlu Gate,703.0,1.0,52.0,1
4606,Kudlu Gate,1535.0,3.0,86.0,3
4607,Kudlu Gate,1532.0,3.0,83.0,3
4608,Kudlu Gate,1113.0,2.0,50.0,2
4610,Kudlu Gate,1185.0,2.0,50.0,2
4614,Kudlu Gate,1215.0,2.0,45.0,2
4615,Kudlu Gate,812.0,2.0,38.25,2
4616,Kudlu Gate,1547.0,2.0,103.0,2
4617,Kudlu Gate,1336.0,2.0,86.0,2
4618,Kudlu Gate,1919.0,3.0,121.0,3
4619,Kudlu Gate,1464.0,3.0,56.0,2
4620,Kudlu Gate,1535.0,3.0,85.0,3
4621,Kudlu Gate,1850.0,3.0,120.0,3
4622,Kudlu Gate,940.0,2.0,69.57,2
4623,Kudlu Gate,1215.0,2.0,44.96,2
4624,Kudlu Gate,1164.0,2.0,75.0,2
4625,Kudlu Gate,3850.0,6.0,205.0,4
4626,Kudlu Gate,1183.0,2.0,79.54,2
4627,Kudlu Gate,1850.0,3.0,110.0,3
4629,Kudlu Gate,1183.0,2.0,79.54,2
4630,Kudlu Gate,1200.0,2.0,44.4,2
4632,Kudlu Gate,1310.0,2.0,53.0,2
4633,Kumaraswami Layout,2000.0,4.0,139.0,4
4634,Kumaraswami Layout,1000.0,2.0,48.5,2
4635,Kumaraswami Layout,1000.0,2.0,58.0,2
4636,Kumaraswami Layout,2400.0,7.0,125.0,7
4637,Kumaraswami Layout,2400.0,2.0,125.0,3
4638,Kumaraswami Layout,1310.0,2.0,70.0,3
4639,Kumaraswami Layout,850.0,1.0,78.0,1
4640,Kumaraswami Layout,3200.0,7.0,150.0,7
4641,Kumaraswami Layout,1310.0,2.0,85.0,3
4642,Kumaraswami Layout,2450.0,3.0,110.0,4
4643,Kumaraswami Layout,3100.0,7.0,145.0,7
4644,Kumaraswami Layout,1200.0,3.0,75.0,3
4645,Kumaraswami Layout,1081.0,2.0,60.0,2
4646,Kundalahalli,1724.0,3.0,125.0,3
4647,Kundalahalli,1030.0,2.0,49.0,2
4648,Kundalahalli,735.0,2.0,57.99,2
4649,Kundalahalli,1047.0,2.0,82.0,2
4650,Kundalahalli,1397.0,3.0,105.0,3
4651,Kundalahalli,1724.0,3.0,127.0,3
4652,Kundalahalli,1010.0,2.0,49.27,2
4653,Kundalahalli,1397.0,3.0,110.0,3
4654,Kundalahalli,1397.0,3.0,104.0,3
4655,Kundalahalli,1397.0,3.0,108.0,3
4656,Kundalahalli,1920.0,3.0,150.0,3
4657,Kundalahalli,1397.0,3.0,105.0,3
4659,Kundalahalli,1724.0,3.0,124.0,3
4660,Kundalahalli,1047.0,2.0,84.0,2
4661,Kundalahalli,1047.0,2.0,83.0,2
4662,Kundalahalli,7000.0,4.0,550.0,4
4664,Kundalahalli,1120.0,2.0,53.76,2
4665,Kundalahalli,1047.0,2.0,82.62,2
4666,Kundalahalli,1047.0,2.0,91.0,2
4667,Kundalahalli,1724.0,3.0,146.0,3
4668,Kundalahalli,1600.0,3.0,170.0,3
4670,Kundalahalli,1724.0,3.0,125.0,3
4671,Kundalahalli,1010.0,2.0,48.27,2
4672,Kundalahalli,1047.0,2.0,89.0,2
4673,Kundalahalli,2500.0,5.0,245.0,4
4674,Kundalahalli,1397.0,3.0,105.0,3
4676,Kundalahalli,1047.0,2.0,72.0,2
4677,Kundalahalli,1260.0,2.0,58.0,2
4678,Kundalahalli,3092.0,4.0,230.0,4
4679,Kundalahalli,1065.0,2.0,70.0,2
4680,Kundalahalli,1724.0,3.0,146.0,3
4681,Kundalahalli,1047.0,2.0,91.0,2
4682,Kundalahalli,1724.0,3.0,128.0,3
4683,Kundalahalli,1315.0,2.0,74.0,2
4684,Kundalahalli,2100.0,3.0,150.0,3
4685,Kundalahalli,1724.0,3.0,125.0,3
4686,Kundalahalli,1724.0,3.0,140.0,3
4687,Kundalahalli,1175.0,2.0,65.0,2
4688,LB Shastri Nagar,1043.0,2.0,55.0,2
4689,LB Shastri Nagar,665.0,1.0,32.0,1
4690,LB Shastri Nagar,1400.0,2.0,80.0,3
4691,LB Shastri Nagar,1184.0,2.0,62.0,2
4692,LB Shastri Nagar,1000.0,2.0,49.5,2
4693,Laggere,2800.0,5.0,125.0,5
4694,Laggere,1200.0,3.0,130.0,3
4695,Laggere,1200.0,1.0,125.0,1
4696,Laggere,1200.0,2.0,75.0,2
4697,Laggere,620.0,2.0,48.0,1
4698,Lakshminarayana Pura,1185.0,2.0,75.0,2
4699,Lakshminarayana Pura,1600.0,2.0,108.0,3
4700,Lakshminarayana Pura,1180.0,2.0,75.0,2
4701,Lakshminarayana Pura,1172.0,2.0,82.0,2
4702,Lakshminarayana Pura,1179.0,2.0,75.0,2
4703,Lakshminarayana Pura,1149.0,2.0,75.0,2
4704,Lakshminarayana Pura,1336.0,2.0,100.0,2
4705,Lakshminarayana Pura,1175.0,2.0,75.0,2
4706,Lakshminarayana Pura,1190.0,2.0,75.0,2
4707,Lakshminarayana Pura,1200.0,2.0,75.0,2
4708,Lakshminarayana Pura,1200.0,2.0,75.0,2
4709,Lakshminarayana Pura,1165.0,2.0,75.0,2
4710,Lakshminarayana Pura,1145.0,2.0,75.0,2
4711,Lakshminarayana Pura,1500.0,3.0,104.0,3
4712,Lakshminarayana Pura,1210.0,2.0,75.0,2
4713,Lakshminarayana Pura,1169.0,2.0,75.0,2
4714,Lakshminarayana Pura,1200.0,2.0,75.0,2
4715,Lakshminarayana Pura,1172.0,2.0,75.0,2
4716,Lakshminarayana Pura,1172.0,2.0,75.0,2
4717,Lakshminarayana Pura,1180.0,2.0,75.0,2
4718,Lakshminarayana Pura,1200.0,2.0,83.0,2
4719,Lakshminarayana Pura,1200.0,2.0,80.0,2
4720,Lakshminarayana Pura,1195.0,2.0,75.0,2
4721,Lakshminarayana Pura,1200.0,2.0,80.0,2
4722,Lingadheeranahalli,1521.0,3.0,95.0,3
4723,Lingadheeranahalli,1511.0,3.0,95.0,3
4724,Lingadheeranahalli,1683.0,3.0,109.0,3
4725,Lingadheeranahalli,1519.0,3.0,93.0,3
4726,Lingadheeranahalli,1521.0,3.0,94.99,3
4727,Lingadheeranahalli,1682.0,3.0,120.0,3
4728,Lingadheeranahalli,1521.0,3.0,94.71,3
4729,Lingadheeranahalli,1893.0,3.0,130.0,3
4730,Lingadheeranahalli,1705.0,3.0,110.0,3
4731,Lingadheeranahalli,2245.0,4.0,154.0,4
4732,Lingadheeranahalli,1682.0,3.0,113.0,3
4733,Lingadheeranahalli,1682.0,3.0,114.0,3
4734,Lingadheeranahalli,1506.0,3.0,95.0,3
4735,Lingadheeranahalli,1683.0,3.0,110.0,3
4736,Lingadheeranahalli,1684.0,3.0,120.0,3
4737,Lingadheeranahalli,2236.0,4.0,153.0,4
4738,Lingadheeranahalli,1894.0,4.0,114.0,3
4739,Lingadheeranahalli,2240.0,4.0,160.0,4
4740,Magadi Road,1116.0,2.0,50.0,2
4741,Magadi Road,884.0,2.0,41.1,2
4742,Magadi Road,1005.0,2.0,55.78,2
4743,Magadi Road,1000.0,2.0,46.5,2
4744,Magadi Road,1500.0,2.0,93.0,4
4746,Magadi Road,1345.0,2.0,55.0,2
4748,Magadi Road,1116.0,2.0,51.89,2
4749,Magadi Road,1052.0,2.0,60.0,3
4750,Magadi Road,940.0,2.0,50.0,2
4751,Magadi Road,1318.0,2.0,68.0,3
4753,Magadi Road,884.0,2.0,48.0,2
4755,Mahadevpura,1150.0,2.0,52.0,2
4756,Mahadevpura,1250.0,2.0,52.0,2
4757,Mahadevpura,1260.0,2.0,57.6,2
4758,Mahadevpura,730.0,1.0,35.0,1
4759,Mahadevpura,1434.0,2.0,67.39,3
4760,Mahadevpura,1146.0,2.0,53.8,2
4761,Mahadevpura,1532.0,2.0,62.0,2
4762,Mahadevpura,1620.0,2.0,76.0,3
4763,Mahadevpura,1136.0,2.0,64.5,2
4764,Mahadevpura,1400.0,2.0,65.8,3
4765,Mahadevpura,1137.0,2.0,53.4,2
4766,Mahadevpura,1601.0,3.0,95.0,3
4767,Mahadevpura,1450.0,3.0,75.0,3
4768,Mahadevpura,1152.0,2.0,54.0,2
4769,Mahadevpura,1212.0,2.0,56.9,2
4771,Mahadevpura,1505.0,3.0,78.0,3
4772,Mahadevpura,1500.0,2.0,70.0,3
4773,Mahadevpura,1236.0,2.0,58.0,2
4774,Mahadevpura,1236.0,2.0,58.0,2
4775,Mahadevpura,1120.0,2.0,53.0,2
4776,Mahalakshmi Layout,1575.0,5.0,158.0,4
